SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking
46969,25ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,25.0,-30.0309,-51.1340,1,452,3135.064159292036,224.73820650271801,3,1,22,0
46970,26ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,26.0,-30.0309,-51.1340,1,414,2498.405797101449,138.18864666033232,3,1,23,0
46971,27ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,27.0,-30.0309,-51.1340,1,448,2884.645089285714,170.55798923817937,3,1,27,0
46972,28ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,28.0,-30.0309,-51.1340,1,557,2890.154398563735,222.4781533530792,3,1,40,0
46973,29ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,29.0,-30.0309,-51.1340,1,545,2980.067889908257,156.15181549301928,3,1,43,0
46974,30ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,30.0,-30.0309,-51.1340,1,419,1959.873508353222,107.23485596882144,1,1,19,0
46975,1ª RIO GRANDE,13200.0,GRA1T,4170.0,rio grande,RS,4315602.0,Varas Trabalhistas,T,1.0,-32.0411,-52.1024,0,271,1672.8376383763834,154.49959164987825,1,1,15,0
46976,2ª RIO GRANDE,13200.0,GRA1T,4170.0,rio grande,RS,4315602.0,Varas Trabalhistas,T,2.0,-32.0411,-52.1024,0,232,2102.5905172413795,405.60952024533026,1,3,22,0
46977,3ª RIO GRANDE,13200.0,GRA1T,4170.0,rio grande,RS,4315602.0,Varas Trabalhistas,T,3.0,-32.0411,-52.1024,0,185,932.7567567567568,120.90629493670242,1,1,8,0
46978,4ª RIO GRANDE,13200.0,GRA1T,4170.0,rio grande,RS,4315602.0,Varas Trabalhistas,T,4.0,-32.0411,-52.1024,0,254,2165.5905511811025,263.49043999273704,1,3,82,0
46979,VT Rosario do Sul,13200.0,GRA1T,4228.0,rosario do sul,RS,4316402.0,Varas Trabalhistas,T,,-30.1532,-54.5509,0,96,1761.708333333333,449.20020788759217,1,3,10,0
46980,1ª Santa Cruz do Sul,13200.0,GRA1T,4328.0,santa cruz do sul,RS,4316808.0,Varas Trabalhistas,T,1.0,-29.4256,-52.2622,0,201,2202.8756218905473,211.4118885925923,1,3,16,0
46981,2ª Santa Cruz do Sul,13200.0,GRA1T,4328.0,santa cruz do sul,RS,4316808.0,Varas Trabalhistas,T,2.0,-29.4256,-52.2622,0,190,2068.3526315789472,235.10077006283387,3,3,11,0
46982,3ª Santa Cruz do Sul,13200.0,GRA1T,4328.0,santa cruz do sul,RS,4316808.0,Varas Trabalhistas,T,3.0,-29.4256,-52.2622,0,163,1283.4171779141107,321.53563222010695,3,3,2,0
46983,1ª Santa Maria,13200.0,GRA1T,4372.0,santa maria,RS,4316907.0,Varas Trabalhistas,T,1.0,-29.413,-53.4740,0,422,2610.0402843601896,260.71175867440786,3,1,32,0
46984,2ª Santa Maria,13200.0,GRA1T,4372.0,santa maria,RS,4316907.0,Varas Trabalhistas,T,2.0,-29.413,-53.4740,0,385,2467.309090909091,446.7817512107524,3,3,27,0
46985,VT Santana do Livramento,13200.0,GRA1T,4453.0,santana do livramento,RS,4317103.0,Varas Trabalhistas,T,,-30.5318,-55.3202,0,302,2781.807947019868,744.9810457391948,3,3,35,0
46986,1ª SANTA ROSA,13200.0,GRA1T,4408.0,santa rosa,RS,4317202.0,Varas Trabalhistas,T,1.0,-27.8678,-54.4761,0,256,2405.171875,293.7422408433066,3,3,21,0
46987,2ª SANTA ROSA,13200.0,GRA1T,4408.0,santa rosa,RS,4317202.0,Varas Trabalhistas,T,2.0,-27.8686,-54.4772,0,96,650.6666666666666,56.972851686873334,1,1,2,0
46988,VT Santa Vitória do Palmar,13200.0,GRA1T,4434.0,santa vitoria do palmar,RS,4317301.0,Varas Trabalhistas,T,,-33.3124,-53.2203,0,70,2037.1571428571426,323.73625203039893,3,3,3,0
46989,VT Santiago,13200.0,GRA1T,4469.0,santiago,RS,4317400.0,Varas Trabalhistas,T,,-29.1121,-54.5209,0,142,2544.718309859155,314.8579835648345,3,3,14,0
46990,VT Santo Ângelo,13200.0,GRA1T,4479.0,santo angelo,RS,4317509.0,Varas Trabalhistas,T,,-28.1758,-54.1546,0,342,2339.815789473684,360.4178816224168,3,3,31,0
46991,Posto de Itaqui,13200.0,GRA1T,2375.0,itaqui,RS,4310603.0,Varas Trabalhistas,T,,-29.0814,-56.1848,0,62,1942.419354838709,333.4847311769031,3,3,3,0
46992,VT Sao Borja,13200.0,GRA1T,4541.0,sao borja,RS,4318002.0,Varas Trabalhistas,T,,-28.3925,-56.0033,0,142,2444.3169014084506,310.50388025418044,3,3,6,0
46993,VT Sao Gabriel,13200.0,GRA1T,4600.0,sao gabriel,RS,4318309.0,Varas Trabalhistas,T,,-30.2036,-54.1939,0,95,1809.8631578947366,443.6124967325055,3,3,6,0
46994,VT SÃO JERÔNIMO,13200.0,GRA1T,4621.0,sao jeronimo,RS,4318408.0,Varas Trabalhistas,T,,-29.9599,-51.7250,0,318,2835.0251572327043,532.6631470591755,3,3,34,0
46995,1ª Sao Leopoldo,13200.0,GRA1T,4743.0,sao leopoldo,RS,4318705.0,Varas Trabalhistas,T,1.0,-29.4612,-51.0829,0,291,2302.3951890034364,428.9987086699211,3,3,29,0
46996,2ª Sao Leopoldo,13200.0,GRA1T,4743.0,sao leopoldo,RS,4318705.0,Varas Trabalhistas,T,2.0,-29.4612,-51.0829,0,234,2679.5299145299145,528.2001451307457,3,3,28,0
46997,3ª Sao Leopoldo,13200.0,GRA1T,4743.0,sao leopoldo,RS,4318705.0,Varas Trabalhistas,T,3.0,-29.4612,-51.0829,0,316,3206.5443037974683,641.4543422898146,3,3,43,0
46998,4ª Sao Leopoldo,13200.0,GRA1T,4743.0,sao leopoldo,RS,4318705.0,Varas Trabalhistas,T,4.0,-29.4612,-51.0829,0,126,1398.8968253968253,227.39804748129424,1,3,8,0
46999,Posto de São Sebastião do Caí,13200.0,GRA1T,4837.0,sao sebastiao do cai,RS,4319505.0,Varas Trabalhistas,T,,-29.3541,-51.2215,0,94,777.4042553191489,40.249620870903286,1,1,2,0
47000,1ª Sapiranga,13200.0,GRA1T,4869.0,sapiranga,RS,4319901.0,Varas Trabalhistas,T,1.0,-29.3821,-51.0029,0,180,3200.8277777777776,704.2753708930493,3,3,44,0
47001,2ª Sapiranga,13200.0,GRA1T,4869.0,sapiranga,RS,4319901.0,Varas Trabalhistas,T,2.0,-29.3821,-51.0029,0,192,2815.40625,431.0450902096196,3,3,28,0
47002,3ª Sapiranga,13200.0,GRA1T,4869.0,sapiranga,RS,4319901.0,Varas Trabalhistas,T,3.0,-29.3821,-51.0029,0,220,2139.640909090909,421.51447211339547,3,3,30,0
47003,1ª Sapucaia do Sul,13200.0,GRA1T,4874.0,sapucaia do sul,RS,4320008.0,Varas Trabalhistas,T,1.0,-29.5117,-51.0949,0,221,4337.89592760181,752.6677971912065,3,3,80,0
47004,2ª Sapucaia do Sul,13200.0,GRA1T,4874.0,sapucaia do sul,RS,4320008.0,Varas Trabalhistas,T,2.0,-29.5117,-51.0949,0,99,1204.4141414141413,178.32198914061007,3,3,2,0
47005,VT Soledade,13200.0,GRA1T,5020.0,soledade,RS,4320800.0,Varas Trabalhistas,T,,-28.4834,-52.3036,0,136,1689.7058823529412,124.15725016284316,3,1,9,0
47006,1ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,1.0,-29.3917,-50.4703,0,233,1884.8154506437768,368.92230207962126,1,3,23,0
47007,2ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,2.0,-29.3917,-50.4703,0,197,1636.1218274111677,230.32916638745274,1,3,13,0
47008,3ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,3.0,-29.3917,-50.4703,0,161,1568.223602484472,588.4755901151095,1,3,10,0
47009,4ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,4.0,-29.3917,-50.4703,0,94,580.8617021276596,70.5338169232041,1,1,0,0
47010,Posto de Capão da Canoa,13200.0,GRA1T,1038.0,capao da canoa,RS,4304630.0,Varas Trabalhistas,T,,-29.4443,-50.0033,0,142,1465.7676056338028,292.46984312996966,3,3,5,0
47011,VT TORRES,13200.0,GRA1T,5203.0,torres,RS,4321501.0,Varas Trabalhistas,T,,-29.3425,-49.7408,0,107,1215.3457943925234,207.07042730543392,1,3,5,0
47012,VT Três Passos,13200.0,GRA1T,5229.0,tres passos,RS,4321907.0,Varas Trabalhistas,T,,-27.2719,-53.5552,0,176,1826.909090909091,248.04942014276,1,3,8,0
47013,POSTO DE TAQUARI,13200.0,GRA1T,5109.0,taquari,RS,4321303.0,Varas Trabalhistas,T,,-29.7873,-51.8610,0,68,2756.1029411764707,538.2999418284861,3,3,9,0
47014,VT TRIUNFO,13200.0,GRA1T,5239.0,triunfo,RS,4322004.0,Varas Trabalhistas,T,,-29.9449,-51.7211,0,234,1011.7008547008548,184.04805184606843,1,1,15,0
47015,1ª Uruguaiana,13200.0,GRA1T,5344.0,uruguaiana,RS,4322400.0,Varas Trabalhistas,T,1.0,-29.4519,-57.0519,0,200,1998.175,572.7015455652461,3,3,10,0
47016,2ª Uruguaiana,13200.0,GRA1T,5344.0,uruguaiana,RS,4322400.0,Varas Trabalhistas,T,2.0,-29.4519,-57.0519,0,226,1619.1902654867254,404.55803104655394,3,3,8,0
47017,VT Vacaria,13200.0,GRA1T,5352.0,vacaria,RS,4322509.0,Varas Trabalhistas,T,,-28.3036,-50.5622,0,154,1583.3896103896109,291.2016001106772,1,3,8,0
47018,VT Viamao,13200.0,GRA1T,5423.0,viamao,RS,4323002.0,Varas Trabalhistas,T,,-30.0444,-51.0109,0,377,2128.466843501327,829.2608508344041,3,3,30,0
47019,GABINETE ALEXANDRE CORRÊA DA CRUZ,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,54,82.42592592592592,4.6469409124968015,1,1,0,0
47020,GABINETE ANA LUIZA HEINECK KRUSE,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,59,370.64406779661016,4.800818923554663,1,1,2,0
47021,GABINETE ANA ROSA PEREIRA ZAGO SAGRILO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,85,75.02352941176471,6.758520018402437,1,1,1,0
47022,GABINETE ANDRÉ REVERBEL FERNANDES,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,59,191.6271186440678,9.233965072270982,1,1,0,0
47023,GABINETE BEATRIZ RENCK,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,78,328.79487179487177,18.801828914020096,1,1,1,0
47024,GABINETE BERENICE MESSIAS CORRÊA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,8,-968.125,-138.73002006858093,0,0,2,0
47025,GABINETE BRÍGIDA JOAQUINA CHARÃO BARCELOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,50,203.54,8.110749491283322,1,1,0,0
47027,GABINETE CLÁUDIO ANTÔNIO CASSOU BARBOSA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,63,352.07936507936506,15.965986601857688,1,1,0,0
47028,GABINETE CLEUSA REGINA HALFEN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,85,25.423529411764704,2.014256979678545,1,1,0,0
47029,GABINETE CLÓVIS FERNANDO SCHUCH SANTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,59,211.79661016949157,19.003858738009715,1,1,0,0
47030,GABINETE DENISE PACHECO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,62,268.14516129032256,9.926022694822793,1,1,0,0
47031,GABINETE EMÍLIO PAPALÉO ZIN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,53,454.4905660377359,16.973745138938156,2,1,0,0
47032,GABINETE FERNANDO LUIZ DE MOURA CASSAL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,55,-188.45454545454547,-15.99879959829274,1,1,3,0
47033,GABINETE FLÁVIA LORENA PACHECO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,57,259.9824561403509,6.166264392687317,2,1,0,0
47034,GABINETE FLAVIO PORTINHO SIRANGELO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,2,1509.5,115.4722222222222,2,3,0,0
47035,GABINETE FRANCISCO ROSSAL DE ARAÚJO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,5,1888.8,82.28994688261929,3,3,0,0
47037,GABINETE GILBERTO SOUZA DOS SANTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,54,56.314814814814824,4.264339568613687,1,1,0,0
47038,GABINETE HERBERT PAULO BECK,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,7,1321.5714285714287,68.35669683773399,1,3,0,0
47039,GABINETE IRIS LIMA DE MORAES,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,1,2916.0,81.0,3,3,0,0
47040,GABINETE JOÃO ALFREDO BORGES ANTUNES DE MIRANDA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,91,252.05494505494502,12.126652084940838,1,1,0,0
47041,GABINETE JOÃO BATISTA DE MATOS DANDA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,86,50.33720930232558,2.015168852831853,1,1,0,0
47042,GABINETE JOÃO GHISLENI FILHO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,12,-180.0,-63.276030522445964,0,0,1,0
47043,GABINETE JOÃO PAULO LUCENA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,60,25.25,2.1372282539871548,1,1,0,0
47044,GABINETE JOÃO PEDRO SILVESTRIN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,54,216.7962962962963,11.470840414470544,1,1,0,0
47045,GABINETE JOSÉ CESÁRIO FIGUEIREDO TEIXEIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,2,1578.5,105.23333333333332,3,3,0,0
47046,GABINETE JOSÉ FELIPE LEDUR,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,112,295.2142857142857,18.06394667495513,1,1,1,0
47047,GABINETE JURACI GALVÃO JÚNIOR,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,7,267.57142857142856,-3.4148161362447085,3,0,0,0
47049,GABINETE LAÍS HELENA JAEGER NICOTTI,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,49,68.34693877551021,13.557703006531328,1,1,0,0
47050,GABINETE LENIR HEINEN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,1,1765.0,126.07142857142857,3,3,0,0
47051,GABINETE LEONARDO MEURER BRASIL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,6,-277.8333333333333,-181.79408369408367,0,0,2,0
47052,GABINETE LUCIA EHRENBRINK,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,103,136.40776699029126,6.914862691017469,2,1,0,0
47053,GABINETE LUIS CARLOS PINTO GASTAL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,2,1244.0,18.466666666666672,1,3,0,0
47054,GABINETE LUIZ ALBERTO DE VARGAS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,48,242.27083333333331,7.068341879039742,1,1,1,0
47055,GABINETE MANUEL CID JARDÓN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,56,45.51785714285714,8.592168659040912,1,1,0,0
47056,GABINETE MARÇAL HENRI DOS SANTOS FIGUEIREDO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,54,170.6851851851852,11.72747972958401,1,1,0,0
47057,GABINETE MARCELO GONÇALVES DE OLIVEIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,92,149.3804347826087,8.346008924253466,1,1,0,0
47058,GABINETE MARCELO JOSÉ FERLIN D'AMBROSO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,56,66.10714285714286,14.55642053487448,1,1,0,0
47059,GABINETE MARCOS FAGUNDES SALOMÃO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,57,94.96491228070177,10.532806296240588,1,1,0,0
47060,GABINETE MARIA CRISTINA SCHAAN FERREIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,63,167.52380952380952,18.03658961912061,1,1,0,0
47061,GABINETE MARIA DA GRAÇA RIBEIRO CENTENO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,110,155.1818181818182,6.122794168346416,1,1,0,0
47062,GABINETE MARIA HELENA LISOT,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,50,116.9,8.02348749938572,1,1,0,0
47063,GABINETE MARIA HELENA MALLMANN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,12,328.6666666666667,9.91535917785918,3,1,1,0
47064,GABINETE MARIA MADALENA TELESCA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,60,272.8,11.869272447985024,1,1,0,0
47065,GABINETE RAUL ZORATTO SANVICENTE,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,7,-1019.0,-94.60011256428915,0,0,1,0
47066,GABINETE REJANE SOUZA PEDRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,56,224.26785714285717,17.311160959320965,1,1,0,0
47067,GABINETE RICARDO CARVALHO FRAGA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,67,479.26865671641787,14.9882255524556,2,1,0,0
47068,GABINETE RICARDO HOFMEISTER DE ALMEIDA MARTINS COSTA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,68,469.3382352941177,18.66556856338385,1,1,1,0
47070,GABINETE ROBERTO ANTONIO CARVALHO ZONTA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,1,2429.0,93.42307692307692,3,3,0,0
47071,GABINETE ROSANE SERAFINI CASA NOVA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,49,118.59183673469387,-19.39936632138393,1,0,3,0
47072,GABINETE TÂNIA REGINA SILVA RECKZIEGEL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,55,67.96363636363637,3.8171161897690564,1,1,0,0
47073,GABINETE TÂNIA ROSA MACIEL DE OLIVEIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,17,-35.70588235294117,-28.336619296219624,0,0,1,0
47074,GABINETE VANIA MARIA CUNHA MATTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,55,69.01818181818182,5.643803438217873,1,1,0,0
47075,GABINETE WILSON CARVALHO DIAS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,52,149.65384615384616,10.383401558014896,1,1,0,0
47167,"Secretaria do Tribunal Pleno, do Orgao Especial e da Secao de Dissidios Coletivos",13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,1383,2996.8973246565442,773.3180792801677,3,1,170,0
47176,Gabinete da Vice Presidência,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,421,92.61520190023752,3.7372684824189375,2,1,0,0
47177,"Juízo Auxiliar de Conciliação, Execução e Precatórios",13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0309,-51.134,1,3,1299.6666666666667,12.123974493733394,1,3,0,0
47341,GAB. PRESIDÊNCIA,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,,-27.5910781,-48.5531733,1,434,2226.7096774193546,86.91292868407514,3,1,1,0
50302,Única Vara do Trabalho de Aracati,13203.0,GRA1T,294.0,aracati,CE,2301109.0,Varas Trabalhistas,T,0.0,-4.5629941,-37.7719649,0,394,4287.964467005077,321.19386636901095,3,1,34,0
50303,Única Vara do Trabalho de Baturité,13203.0,GRA1T,556.0,baturite,CE,2302107.0,Varas Trabalhistas,T,0.0,-4.3219451,-38.8841727,0,471,3136.891719745223,866.1929890513591,1,3,36,0
50304,1ª Vara do Trabalho de Caucaia,13203.0,GRA1T,1185.0,caucaia,CE,2303709.0,Varas Trabalhistas,T,0.0,-3.7463679,-38.6612958,0,967,2623.5470527404345,326.1915708867212,1,1,15,0
50305,2ª Vara do Trabalho de Caucaia,13203.0,GRA1T,1185.0,caucaia,CE,2303709.0,Varas Trabalhistas,T,0.0,-3.7463679,-38.6612958,0,168,311.15476190476187,10.988523997651019,1,1,1,0
50307,Única Vara do Trabalho de Crateús,13203.0,GRA1T,1426.0,crateus,CE,2304103.0,Varas Trabalhistas,T,0.0,-5.18863361,-40.67797724,0,346,2072.228323699422,208.8943507552549,1,1,30,0
50308,Única Vara do Trabalho de Eusébio,13203.0,GRA1T,1709.0,eusebio,CE,2304285.0,Varas Trabalhistas,T,0.0,-3.88965133,-38.44816582,0,370,302.65675675675675,12.6120546073322,1,1,0,0
50309,1ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1736,3901.841013824885,1471.8095407728229,3,1,179,0
50310,2ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1422,4519.077355836849,1349.3521821867707,3,1,232,0
50311,3ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,2409,4707.152345371525,2310.667334818252,3,1,416,0
50312,4ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,2030,4644.326108374385,2026.073613100753,3,1,362,0
50313,5ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1512,4398.496031746032,793.5081150766223,3,1,211,0
50314,6ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1113,3505.4654088050315,417.1961322732968,1,1,91,0
50315,7ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1276,3691.228056426333,1288.9731939599812,1,3,173,0
50316,8ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,896,3628.59375,702.5698127976162,1,1,151,0
50317,9ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,1689,4270.352871521611,1289.156192729048,1,1,279,0
50318,10ª Vara do Trabalho de Fortaleza,13203.0,GRA1T,1808.0,fortaleza,CE,2304400.0,Varas Trabalhistas,T,0.0,-3.72966117,-38.53390038,1,2113,4806.170847136772,498.2475243855778,1,1,503,0
